patients,evening_weekend,would_rec,n_asked,practice_id
3707,YES,NA,NA,44941
6572,YES,95%,20,35511
3569,YES,100%,30,45219
3569,YES,100%,30,45218
2622,YES,100%,9,40591
4968,YES,NA,NA,41735
46679,YES,89%,160,41126
6108,YES,95%,21,44413
7309,YES,76%,34,35798
7436,YES,100%,21,37495
6398,NA,84%,31,149307
8047,YES,NA,NA,38331
8044,YES,96%,248,39126
11868,YES,88%,16,39831
16222,YES,88%,25,35952
16222,YES,88%,25,45822
16222,YES,88%,25,44334
6192,YES,98%,40,35422
7147,YES,85%,78,41133
8541,YES,100%,8,36667
8192,YES,99%,229,39285
5955,YES,NA,NA,39021
6107,YES,NA,NA,36373
7713,YES,NA,NA,45063
5697,YES,93%,15,35681
6314,YES,68%,122,40258
37489,YES,88%,242,44689
4683,YES,63%,35,41718
9143,YES,NA,NA,43477
9143,YES,NA,NA,40806
4863,YES,NA,NA,39003
17975,NA,79%,250,37182
4087,YES,NA,NA,38149
3607,YES,NA,NA,43039
6348,YES,80%,65,42888
11263,YES,NA,NA,45248
5211,YES,100%,9,44665
8275,YES,96%,56,38865
7258,YES,NA,NA,43724
10793,YES,95%,170,40903
4072,YES,93%,27,41983
5542,YES,NA,NA,43588
2765,YES,82%,22,46203
5212,YES,NA,NA,39595
11218,YES,NA,NA,40495
13531,YES,NA,NA,41915
3888,YES,NA,NA,39495
4047,YES,NA,NA,44870
10510,YES,80%,10,38995
6619,YES,71%,14,44566
5904,NA,NA,NA,151980
9400,YES,86%,44,39744
2775,YES,NA,NA,95341
10812,YES,100%,14,45048
11407,YES,NA,NA,40333
11407,YES,NA,NA,41556
12980,YES,93%,257,45072
16580,YES,NA,NA,43140
3336,YES,NA,NA,38695
9738,YES,94%,62,43410
13175,NA,NA,NA,153286
4689,YES,NA,NA,44561
4357,YES,NA,NA,36673
16911,YES,90%,255,37907
6870,YES,NA,NA,40811
16465,YES,NA,NA,35231
21153,YES,90%,705,40544
4239,YES,NA,NA,42661
8705,YES,93%,352,43611
8843,YES,100%,80,39332
8843,NA,100%,80,151929
6155,YES,86%,7,40196
12905,YES,NA,NA,42092
4860,YES,99%,75,35576
5933,YES,92%,213,38188
5256,YES,NA,NA,44458
17273,NA,90%,519,152120
2654,YES,NA,NA,36780
4487,YES,86%,21,35476
5363,YES,96%,239,44196
11591,YES,92%,342,43483
19710,YES,61%,23,36433
7893,YES,NA,NA,44836
11556,YES,90%,252,44283
8615,YES,NA,NA,44383
29410,YES,NA,NA,35647
4283,YES,NA,NA,37643
2147,YES,NA,NA,43164
2868,YES,97%,39,36802
7002,YES,NA,NA,40967
13378,YES,92%,488,44937
11304,YES,84%,91,35333
8458,YES,86%,251,42602
7199,YES,NA,NA,35163
14601,YES,NA,NA,44994
7520,YES,100%,6,36471
11812,NA,NA,NA,151866
8305,YES,NA,NA,43992
27294,YES,93%,132,39842
8488,YES,NA,NA,40133
11006,YES,NA,NA,36002
11624,YES,86%,7,43533
5094,YES,NA,NA,44911
12563,YES,100%,12,37737
35658,YES,90%,1065,43435
25162,YES,90%,168,42649
5213,YES,NA,NA,42143
10894,YES,92%,303,43220
4257,YES,99%,138,40759
5508,YES,88%,16,39162
5557,YES,NA,NA,41316
16157,YES,NA,NA,41661
7281,YES,NA,NA,42544
7281,YES,NA,NA,42937
10631,YES,NA,NA,41105
10631,YES,NA,NA,44622
7011,YES,NA,NA,40766
10147,YES,80%,35,37761
5904,NA,NA,NA,151979
10310,YES,NA,NA,38287
12967,YES,90%,961,36364
623,YES,NA,NA,41255
13755,YES,NA,NA,41433
2812,YES,NA,NA,36323
6435,YES,NA,NA,43622
3043,YES,NA,NA,41726
NA,YES,NA,NA,141814
730,YES,NA,NA,100630
6814,YES,98%,51,42465
4489,YES,NA,NA,44141
5131,YES,85%,26,41460
43276,YES,NA,NA,39424
7319,YES,98%,80,36161
10137,YES,89%,209,42816
12259,YES,NA,NA,37441
5216,YES,NA,NA,38609
NA,YES,NA,NA,141799
3286,YES,100%,19,35456
17348,YES,92%,13,35673
6181,YES,100%,14,44050
21615,YES,88%,537,35155
35764,YES,NA,NA,127044
12253,YES,NA,NA,43686
4854,YES,NA,NA,43587
12090,YES,84%,113,36352
18031,YES,NA,NA,42542
10252,YES,90%,30,38395
7980,YES,NA,NA,38713
10354,YES,NA,NA,42572
7338,YES,NA,NA,42212
7677,YES,NA,NA,38798
8261,NA,91%,319,151995
1112,YES,75%,8,38281
14872,YES,91%,311,36833
7777,YES,97%,58,35986
12999,YES,95%,99,35706
12630,NA,94%,100,153483
37010,YES,87%,194,35871
37010,YES,87%,194,36621
13390,YES,NA,NA,44408
9195,NA,94%,192,152079
15057,YES,NA,NA,43035
10620,NA,NA,NA,151945
11685,YES,NA,NA,38665
5331,YES,NA,NA,35972
10453,YES,NA,NA,42658
30250,YES,88%,307,116850
30250,YES,88%,307,40391
30250,YES,88%,307,116851
30250,YES,88%,307,36289
6089,YES,NA,NA,40989
11785,YES,90%,103,44491
11785,YES,90%,103,39846
5689,YES,NA,NA,35906
32197,YES,NA,NA,43823
1209,YES,NA,NA,42341
10437,YES,89%,249,42881
3709,YES,100%,28,39042
12512,YES,100%,14,39095
12512,YES,100%,14,41155
6619,YES,71%,14,43890
2746,YES,NA,NA,39763
11334,YES,92%,76,36500
8229,YES,100%,18,44156
8991,YES,85%,163,36293
9804,YES,NA,NA,40874
6875,YES,NA,NA,37351
3652,YES,NA,NA,45065
16930,YES,NA,NA,44504
10218,YES,71%,7,43493
10396,YES,92%,65,35856
5673,YES,NA,NA,40205
17777,YES,86%,7,36904
4058,YES,97%,58,39091
14943,YES,NA,NA,40302
3458,YES,90%,20,45103
17161,YES,74%,202,37810
4594,YES,89%,65,44227
12517,YES,99%,68,44351
12927,YES,94%,757,41576
7195,YES,NA,NA,40661
3948,YES,NA,NA,36032
6365,YES,83%,35,37766
17224,YES,84%,56,44127
8789,YES,NA,NA,38889
8414,YES,98%,50,41518
9948,YES,91%,334,36929
4777,YES,100%,8,46539
2310,YES,NA,NA,38766
8047,YES,NA,NA,37830
4087,YES,NA,NA,44411
9883,YES,93%,466,36830
10966,YES,NA,NA,41090
14014,YES,NA,NA,42380
3594,YES,NA,NA,36113
14925,YES,96%,404,36217
11070,YES,97%,33,38290
5387,YES,97%,263,41817
6668,YES,NA,NA,44001
9123,YES,NA,NA,40399
2685,YES,70%,30,45055
8316,YES,NA,NA,35168
6994,YES,NA,NA,38721
5430,YES,90%,40,40285
5809,YES,67%,18,41998
15706,YES,92%,12,35900
11820,YES,NA,NA,44368
986,YES,NA,NA,43425
9340,YES,NA,NA,37044
9340,YES,NA,NA,43519
8305,YES,100%,12,36725
24325,YES,65%,100,44225
7525,YES,96%,298,42491
7525,YES,96%,298,40165
7126,YES,88%,200,44480
5315,YES,100%,6,44337
5792,YES,NA,NA,37804
4013,YES,NA,NA,38283
13983,NA,NA,NA,152890
4200,YES,NA,NA,44241
10793,YES,93%,14,45067
29703,YES,25%,8,38957
6347,YES,NA,NA,39710
9013,YES,87%,76,40012
12862,YES,NA,NA,40247
3411,YES,NA,NA,40534
19119,YES,91%,527,40454
10446,YES,NA,NA,35914
4472,YES,NA,NA,36617
7275,YES,36%,11,40143
20236,YES,NA,NA,37847
12484,YES,86%,97,37938
6564,YES,86%,113,36158
2642,YES,NA,NA,40964
21480,YES,78%,9,43082
5307,YES,81%,100,40984
7885,YES,NA,NA,41777
17023,YES,81%,27,36255
15217,YES,94%,453,43968
14955,YES,83%,63,42259
4086,YES,95%,148,39751
12579,YES,NA,NA,36037
8309,YES,93%,30,37357
6207,YES,NA,NA,37250
5318,YES,94%,109,40007
3390,YES,NA,NA,44174
3524,YES,98%,259,36604
43028,YES,NA,NA,107020
6938,YES,89%,19,36592
3952,YES,NA,NA,35440
10312,YES,NA,NA,41112
11383,NA,77%,177,37286
11823,YES,88%,95,38173
2968,YES,NA,NA,36111
11294,YES,NA,NA,43589
19264,YES,95%,551,97706
4556,YES,96%,23,42314
27403,YES,90%,41,35472
7214,YES,NA,NA,40729
7130,YES,NA,NA,40154
14207,YES,65%,77,42372
16568,YES,70%,159,44319
6090,YES,NA,NA,43712
8628,YES,93%,277,44444
8700,YES,NA,NA,43498
4667,YES,90%,40,43600
21874,YES,91%,684,35175
9728,YES,90%,52,43239
8016,YES,NA,NA,42797
35468,NA,NA,NA,152112
2733,YES,99%,162,42606
13243,YES,88%,26,39218
2367,YES,82%,17,36056
5758,YES,71%,7,44253
15114,YES,NA,NA,39745
13545,YES,91%,69,35717
5276,YES,88%,97,39281
31074,YES,NA,NA,36958
5563,YES,100%,10,38108
19083,YES,NA,NA,109022
4311,YES,73%,90,39039
16911,YES,57%,14,37172
2183,YES,NA,NA,36236
13363,YES,96%,75,45059
24690,YES,NA,NA,39072
6908,YES,NA,NA,38601
15505,YES,93%,477,41801
13211,NA,NA,NA,152083
2348,YES,96%,251,41770
5606,YES,NA,NA,40662
12764,YES,NA,NA,37584
1680,YES,NA,NA,42489
12444,NA,73%,101,153313
25354,YES,NA,NA,37371
14176,YES,95%,253,40401
20492,YES,NA,NA,37529
7076,YES,100%,47,35310
10594,YES,NA,NA,42720
11096,YES,99%,76,37149
10983,YES,88%,48,42771
6961,YES,NA,NA,45241
9188,YES,80%,5,44754
3050,YES,NA,NA,41708
6903,YES,88%,16,42134
9778,YES,NA,NA,37909
13252,YES,NA,NA,44861
11951,YES,NA,NA,43388
13474,YES,92%,287,42039
7964,YES,NA,NA,37246
11988,YES,NA,NA,36395
4089,YES,97%,35,44997
15253,YES,NA,NA,37832
14943,YES,NA,NA,36337
4567,YES,NA,NA,38970
11318,YES,89%,94,43126
3127,YES,NA,NA,36340
9501,YES,100%,324,43642
19968,YES,52%,48,43872
19968,YES,52%,48,131133
8980,NA,83%,6,151848
2661,YES,92%,103,36793
12631,YES,NA,NA,42141
5055,YES,NA,NA,41317
5083,YES,NA,NA,35267
11087,YES,NA,NA,37419
6771,YES,NA,NA,35362
2805,YES,NA,NA,37083
11437,YES,95%,462,43653
11863,YES,94%,34,44325
23150,NA,NA,NA,151987
10773,YES,93%,231,36817
20550,YES,80%,5,43340
6793,YES,NA,NA,40914
19880,YES,NA,NA,35198
19880,YES,NA,NA,40157
7360,YES,89%,240,43445
3645,YES,81%,16,37579
2671,YES,NA,NA,35414
40347,YES,98%,351,40280
9311,YES,NA,NA,42851
9064,YES,NA,NA,44737
8726,YES,94%,49,40334
4438,YES,100%,5,37390
19083,YES,NA,NA,37205
2429,YES,NA,NA,41571
15520,YES,100%,15,43063
9576,YES,NA,NA,45109
9670,YES,NA,NA,37285
5820,YES,NA,NA,41977
17353,YES,NA,NA,141755
9145,YES,NA,NA,43977
4691,YES,NA,NA,39895
8887,YES,NA,NA,39511
12701,YES,NA,NA,39580
13347,YES,NA,NA,43606
13347,YES,NA,NA,41611
24680,YES,88%,866,44201
3823,YES,NA,NA,39627
6625,YES,NA,NA,41650
6625,YES,NA,NA,38866
15140,YES,NA,NA,35591
14230,YES,NA,NA,41901
8720,YES,63%,51,39373
13750,YES,87%,283,36505
5056,YES,95%,120,43375
15681,YES,86%,524,36684
8935,YES,NA,NA,38881
3979,YES,NA,NA,35308
4459,YES,NA,NA,43331
4696,YES,NA,NA,37870
7398,YES,NA,NA,46307
11414,YES,93%,248,44357
11414,YES,93%,248,41399
8109,YES,100%,9,35452
2483,YES,NA,NA,35434
6909,YES,87%,61,36648
16306,YES,NA,NA,37508
3255,YES,NA,NA,42838
5717,YES,93%,46,42568
5055,YES,NA,NA,40835
10872,YES,NA,NA,42053
10872,YES,NA,NA,36402
6337,YES,NA,NA,38278
8067,YES,83%,126,43768
16910,YES,96%,408,36474
3959,YES,NA,NA,39695
9880,NA,NA,NA,151845
4539,YES,NA,NA,39522
14383,YES,92%,59,42696
3590,YES,NA,NA,42560
6211,YES,NA,NA,39241
9096,YES,93%,661,38914
8930,YES,41%,34,39279
10599,YES,92%,13,36261
10599,YES,92%,13,42768
11243,YES,90%,145,41561
11704,YES,94%,49,43841
12161,YES,NA,NA,35187
3882,YES,83%,6,42246
15942,YES,NA,NA,99280
11326,YES,NA,NA,42977
2534,YES,62%,21,41411
11326,YES,NA,NA,40488
4507,YES,88%,24,36052
23719,YES,96%,24,38000
14225,YES,NA,NA,43820
2105,YES,NA,NA,41138
13122,YES,NA,NA,38653
16337,YES,33%,6,41232
14162,YES,92%,632,44433
14937,YES,NA,NA,37413
13535,YES,95%,111,36577
14079,YES,91%,617,44580
2453,YES,93%,55,41672
9249,YES,NA,NA,40546
4165,NA,NA,NA,151831
35658,NA,90%,1065,152140
10709,YES,NA,NA,44677
7364,YES,NA,NA,37496
5860,YES,NA,NA,44872
10633,YES,94%,69,41021
2677,YES,NA,NA,38554
6157,YES,67%,6,39847
12270,YES,NA,NA,37609
17366,YES,98%,43,42261
13831,YES,83%,374,43176
35468,NA,NA,NA,152128
4099,YES,100%,5,41631
19591,YES,92%,183,38715
14023,YES,90%,84,36123
14023,NA,90%,84,152011
17161,NA,74%,202,152062
3484,YES,90%,10,44390
9336,YES,86%,264,44456
12954,YES,91%,3771,43685
19359,YES,92%,513,45865
13750,YES,87%,283,42375
19359,YES,92%,513,35492
19359,YES,92%,513,37009
16096,NA,NA,NA,153319
16096,NA,NA,NA,44557
16096,YES,NA,NA,39523
6586,YES,97%,60,38744
9819,YES,94%,116,37487
6060,YES,NA,NA,41189
27237,NA,91%,909,152889
4005,YES,NA,NA,39458
2020,YES,NA,NA,40058
13174,YES,84%,219,36308
15707,YES,NA,NA,39161
15707,NA,NA,NA,152055
15707,NA,NA,NA,38436
6563,YES,NA,NA,37790
5578,YES,NA,NA,36727
2349,YES,NA,NA,45083
7708,YES,82%,102,40526
14939,YES,86%,214,37899
15894,YES,89%,218,36443
15894,YES,89%,218,39604
11832,YES,NA,NA,39500
6559,YES,92%,72,35634
9813,YES,87%,54,43159
10213,YES,89%,37,38954
3724,YES,93%,58,46150
15080,YES,65%,46,41438
21844,NA,NA,NA,152073
2678,YES,100%,14,36252
18099,YES,93%,405,44680
5367,YES,NA,NA,43339
7838,YES,98%,495,35989
10932,YES,NA,NA,44707
2731,YES,81%,26,43867
11179,YES,100%,5,40441
11181,YES,NA,NA,43285
19310,YES,94%,67,40291
16853,YES,87%,377,41454
8777,YES,88%,76,39550
13627,YES,91%,129,39111
8777,YES,88%,76,38720
7930,YES,NA,NA,38731
5504,YES,100%,9,43907
9654,YES,94%,48,41390
11805,YES,NA,NA,42313
15155,YES,94%,50,39131
19158,YES,NA,NA,35281
3725,YES,NA,NA,45027
6139,YES,70%,10,43005
7996,YES,91%,11,43317
10747,YES,NA,NA,44328
6311,YES,87%,15,37930
35026,YES,NA,NA,36702
35026,YES,NA,NA,43471
16096,NA,NA,NA,153318
13018,YES,NA,NA,42394
3383,YES,NA,NA,44747
24073,YES,90%,141,84727
9706,YES,NA,NA,43308
9422,YES,NA,NA,37862
14239,YES,NA,NA,35946
10838,YES,94%,17,43822
3362,YES,82%,17,37385
4217,YES,94%,212,36184
58581,YES,53%,17,39689
18810,YES,NA,NA,44856
18810,YES,NA,NA,40034
6278,YES,79%,14,37429
7109,YES,98%,81,44246
14174,YES,96%,245,38620
15565,YES,100%,26,43476
16191,YES,96%,73,38882
12724,YES,NA,NA,42514
12080,YES,94%,346,42139
6169,YES,NA,NA,37287
6169,YES,NA,NA,36848
8315,YES,NA,NA,37809
1692,YES,NA,NA,41290
9352,YES,NA,NA,43746
7108,YES,94%,288,36033
11948,YES,NA,NA,44539
3264,YES,100%,9,36608
8799,YES,NA,NA,43113
8197,YES,91%,269,35547
5862,YES,NA,NA,43919
13187,YES,85%,299,40520
13187,YES,85%,299,42981
8148,YES,85%,20,38389
4540,YES,85%,13,39051
13732,YES,NA,NA,38163
4691,YES,NA,NA,44661
4780,YES,NA,NA,40985
4780,YES,NA,NA,36733
558,YES,NA,NA,41529
10830,YES,96%,250,40144
7087,YES,96%,48,35722
7542,YES,NA,NA,36408
3497,YES,98%,40,42452
14196,YES,95%,130,45029
4729,YES,83%,12,119984
17253,YES,80%,83,39250
17253,YES,80%,83,39104
17253,YES,80%,83,43720
17253,YES,80%,83,35543
6243,YES,NA,NA,35426
10516,YES,95%,42,46194
10977,YES,NA,NA,44298
13679,YES,NA,NA,37000
4883,YES,97%,137,42727
17407,YES,NA,NA,38773
8474,YES,NA,NA,40014
13232,YES,NA,NA,42181
5650,YES,NA,NA,39075
19737,YES,91%,119,37887
6727,YES,NA,NA,35676
3093,YES,NA,NA,35810
10355,YES,91%,70,42699
7465,YES,NA,NA,40466
6668,YES,NA,NA,43882
2424,YES,95%,56,43539
36526,YES,89%,121,41782
9634,YES,NA,NA,40059
5099,YES,NA,NA,44743
7124,YES,85%,20,42588
16500,YES,NA,NA,41086
16500,YES,NA,NA,43391
9622,YES,NA,NA,44551
9934,YES,NA,NA,41622
9934,YES,NA,NA,43981
19020,YES,NA,NA,40025
3270,YES,88%,72,37590
11306,YES,NA,NA,43598
6307,YES,NA,NA,44730
15658,YES,78%,9,35963
13093,YES,NA,NA,43367
11096,YES,83%,136,38103
7973,YES,NA,NA,42991
9526,YES,95%,445,36486
7217,YES,78%,27,41627
31074,NA,NA,NA,41889
7970,YES,NA,NA,44427
5042,YES,NA,NA,36136
2229,YES,NA,NA,40339
18696,YES,NA,NA,35852
10516,YES,95%,42,46191
6059,YES,77%,35,44839
10161,YES,NA,NA,44094
5373,YES,NA,NA,44083
2330,YES,NA,NA,36831
8837,YES,NA,NA,41520
10210,YES,NA,NA,37483
3083,YES,NA,NA,37167
6835,YES,NA,NA,41082
8780,YES,NA,NA,43954
18454,YES,96%,524,39333
18454,NA,96%,524,119942
10220,YES,NA,NA,38800
10220,YES,NA,NA,44354
9082,YES,NA,NA,40768
9082,YES,NA,NA,42536
9242,YES,80%,10,42577
5280,YES,NA,NA,41344
5512,YES,NA,NA,36705
NA,YES,NA,NA,141742
12940,YES,NA,NA,42802
12634,YES,68%,22,43385
12634,YES,68%,22,39261
5726,YES,89%,38,41096
14762,YES,88%,73,43296
5325,YES,NA,NA,41243
6463,YES,NA,NA,36525
11567,YES,100%,29,44581
1652,YES,NA,NA,41629
10260,YES,NA,NA,41532
4941,YES,92%,13,40549
6948,YES,NA,NA,37308
7476,YES,90%,61,43761
6893,YES,93%,170,42025
18596,YES,NA,NA,35395
10252,YES,90%,30,40802
8067,YES,100%,6,93487
3217,YES,82%,34,44617
4868,YES,97%,72,42846
8851,YES,97%,309,35218
16847,YES,90%,103,36309
2919,YES,100%,14,44895
7855,YES,98%,50,40074
14385,YES,95%,355,88654
28955,YES,98%,397,35854
8105,YES,NA,NA,36272
12560,YES,NA,NA,39607
8159,YES,94%,108,42146
5156,YES,NA,NA,44177
15889,YES,99%,89,37095
11950,YES,NA,NA,40629
13018,YES,92%,540,37409
6791,YES,NA,NA,39065
7025,YES,89%,142,39106
NA,YES,NA,NA,129145
2527,YES,71%,7,36886
2740,YES,97%,192,42014
7208,YES,100%,7,36749
13610,YES,88%,203,39381
13610,YES,88%,203,36637
16297,YES,NA,NA,40543
8461,YES,90%,10,41652
6870,NA,NA,NA,152080
7225,YES,89%,37,39749
2977,YES,NA,NA,40208
8992,YES,72%,29,39094
13818,YES,91%,474,35563
3897,YES,NA,NA,39243
2585,YES,100%,6,45015
11927,YES,NA,NA,35662
9127,YES,90%,209,35595
3532,YES,NA,NA,39926
11491,YES,94%,16,36025
5528,YES,92%,24,41057
9386,YES,94%,35,44704
6179,YES,NA,NA,43765
4146,YES,NA,NA,38248
6789,YES,79%,191,37105
43892,YES,84%,755,43396
21615,NA,88%,537,40507
24824,YES,92%,103,41322
15276,YES,97%,172,43778
2804,YES,NA,NA,43329
11287,YES,92%,72,41808
3878,YES,NA,NA,43451
2277,YES,NA,NA,40950
21178,YES,NA,NA,45117
13165,YES,NA,NA,43150
8834,YES,93%,433,43870
10943,YES,100%,23,40955
4390,NA,NA,NA,151887
7724,YES,73%,45,119971
4306,YES,NA,NA,42235
6363,YES,92%,251,37150
3310,YES,100%,51,44183
10297,YES,NA,NA,43792
10665,YES,NA,NA,44998
3891,YES,92%,138,44052
5235,YES,NA,NA,35631
3975,YES,NA,NA,43318
28095,YES,NA,NA,44954
4647,YES,NA,NA,44198
4551,YES,86%,42,36464
10170,YES,NA,NA,41005
33083,YES,95%,149,37225
6435,YES,NA,NA,39517
2814,YES,91%,114,36301
5464,YES,NA,NA,41747
21874,YES,91%,684,35177
3309,YES,99%,87,38327
5448,YES,NA,NA,36653
7677,NA,NA,NA,151839
4881,YES,95%,169,38629
10618,YES,97%,385,36877
3073,YES,NA,NA,107607
4571,YES,NA,NA,35781
3712,YES,NA,NA,41931
2108,YES,NA,NA,43623
11704,YES,93%,54,35322
11008,YES,NA,NA,36224
7172,YES,NA,NA,39239
5012,YES,NA,NA,37803
11882,YES,NA,NA,39004
3843,YES,NA,NA,42502
11209,YES,NA,NA,43278
16276,YES,93%,461,37297
4007,YES,NA,NA,40902
10841,YES,92%,253,42956
6861,YES,NA,NA,36367
5682,YES,NA,NA,37280
8304,YES,NA,NA,41798
9162,YES,44%,59,42174
9519,YES,98%,41,41028
47759,NA,93%,14,152195
4376,YES,NA,NA,37156
29623,YES,82%,11,38902
5204,YES,96%,51,37421
8646,YES,NA,NA,39405
8646,YES,NA,NA,91937
14207,YES,65%,77,39982
15432,YES,86%,49,43613
4983,YES,100%,8,36585
12916,YES,NA,NA,38209
7502,YES,NA,NA,35625
7502,YES,NA,NA,38647
5699,YES,86%,7,44579
11538,YES,87%,234,40108
10457,YES,NA,NA,36482
2840,YES,98%,179,39706
5083,YES,NA,NA,38595
12780,YES,94%,100,46075
8170,YES,NA,NA,39976
11636,YES,NA,NA,36931
15497,YES,95%,22,41736
2622,YES,100%,9,35443
10771,YES,94%,51,38998
12869,YES,NA,NA,39428
3469,YES,92%,12,39514
10296,NA,NA,NA,43868
22190,NA,NA,NA,152099
5437,YES,100%,55,36333
8555,YES,NA,NA,40475
11004,YES,NA,NA,40177
5264,YES,96%,26,40697
7840,YES,61%,99,40814
3952,YES,98%,249,41582
24824,YES,92%,103,42687
11804,YES,91%,43,44382
3122,YES,84%,96,43017
4077,YES,NA,NA,41329
11059,YES,NA,NA,35965
12058,YES,87%,153,41593
10258,NA,NA,NA,153267
5750,YES,96%,285,43107
5010,YES,92%,36,39289
7620,YES,NA,NA,44726
9203,YES,78%,41,38667
13095,NA,92%,13,152078
17116,YES,92%,434,42425
7782,YES,NA,NA,43275
11782,YES,94%,558,37226
6027,YES,NA,NA,43461
18007,YES,NA,NA,43998
2556,YES,NA,NA,43655
7122,YES,91%,294,37118
3686,YES,NA,NA,45073
8714,YES,NA,NA,39825
6136,YES,NA,NA,42700
26357,YES,87%,987,43003
12034,YES,73%,15,35498
10172,YES,NA,NA,44056
4296,YES,NA,NA,39423
9123,YES,95%,565,41297
8820,YES,NA,NA,40649
8068,YES,NA,NA,36075
5514,YES,93%,123,40943
6668,YES,89%,27,36668
7192,YES,100%,48,38036
11729,YES,96%,392,44437
13092,YES,86%,28,44285
12381,YES,NA,NA,37517
10062,YES,73%,15,42861
6460,YES,NA,NA,41828
15469,YES,NA,NA,44463
10765,YES,96%,251,35373
5499,YES,NA,NA,35272
9493,YES,NA,NA,36423
10442,YES,NA,NA,40227
17978,YES,94%,407,35170
2092,YES,NA,NA,41739
6692,YES,NA,NA,40980
7185,YES,97%,104,45226
3344,YES,NA,NA,43763
2724,YES,NA,NA,41463
5157,YES,NA,NA,37856
6653,YES,NA,NA,39907
8682,YES,92%,210,41856
8618,YES,100%,7,39211
2785,YES,100%,6,38829
25030,YES,87%,94,41052
3115,YES,91%,34,38566
9499,YES,NA,NA,40483
12528,YES,95%,746,37303
4540,YES,NA,NA,45043
11706,YES,93%,281,40054
3990,YES,38%,40,38680
3028,YES,83%,6,44377
8195,YES,92%,12,42407
9993,YES,NA,NA,42614
14807,YES,88%,289,46160
13983,NA,NA,NA,152107
7735,YES,NA,NA,40313
3266,YES,NA,NA,41276
12603,YES,NA,NA,39853
16654,YES,NA,NA,39810
17273,YES,90%,519,36721
17273,NA,90%,519,103382
10065,YES,NA,NA,42389
10163,YES,83%,145,35944
8785,YES,89%,65,36675
137,YES,NA,NA,138588
11630,YES,93%,436,44155
9993,YES,NA,NA,43225
14243,YES,NA,NA,36605
9571,YES,NA,NA,42927
11037,YES,NA,NA,40253
23465,YES,NA,NA,41832
9519,YES,NA,NA,44114
12376,NA,NA,NA,152018
10262,YES,NA,NA,39913
2204,YES,NA,NA,44250
44157,YES,NA,NA,44049
3462,YES,NA,NA,44882
3728,YES,92%,26,43591
3728,YES,92%,26,38301
10373,YES,NA,NA,41447
2373,YES,100%,42,37667
10431,YES,NA,NA,41887
7341,YES,64%,14,41535
8846,YES,NA,NA,44057
76789,YES,84%,1734,42540
11946,YES,92%,561,43955
7384,YES,71%,7,37891
14146,YES,93%,378,38910
5332,YES,NA,NA,44018
10330,YES,93%,339,44808
9608,YES,100%,12,41774
13531,YES,NA,NA,39918
13612,YES,NA,NA,44199
4479,YES,96%,164,36347
2569,YES,NA,NA,40038
7796,YES,95%,209,43504
3494,YES,NA,NA,38367
10286,YES,91%,224,36073
2369,YES,100%,8,40705
9822,YES,NA,NA,44070
6115,YES,82%,38,120010
14940,YES,93%,517,44123
9444,YES,NA,NA,40175
7953,YES,75%,36,44419
7358,YES,NA,NA,37360
8897,YES,NA,NA,37473
6089,YES,NA,NA,39363
3448,YES,90%,10,41748
7301,YES,100%,20,39466
7809,YES,NA,NA,40692
3363,YES,100%,9,41154
14594,YES,NA,NA,35545
13234,YES,90%,88,41314
12102,YES,NA,NA,43393
NA,YES,NA,NA,113066
4872,YES,97%,223,41187
6434,YES,NA,NA,39018
5079,YES,82%,78,43924
5626,YES,NA,NA,43814
4476,YES,NA,NA,40928
20591,YES,NA,NA,37751
10982,YES,56%,9,38070
10982,YES,56%,9,36693
20748,YES,86%,44,39246
4687,YES,92%,24,44197
8126,YES,100%,6,40694
3263,YES,NA,NA,36915
6608,YES,88%,113,35981
8977,YES,NA,NA,42628
7672,YES,NA,NA,40898
7129,YES,NA,NA,41078
6207,YES,NA,NA,38310
17116,YES,92%,434,44048
NA,YES,NA,NA,141784
55112,NA,NA,NA,153422
5517,YES,NA,NA,39361
7809,YES,100%,5,36756
18460,YES,NA,NA,39203
14115,YES,94%,389,46718
9499,YES,NA,NA,44959
10245,YES,95%,302,43172
5282,YES,NA,NA,41389
20733,YES,NA,NA,40357
20733,YES,NA,NA,97696
20733,YES,NA,NA,97697
9993,YES,NA,NA,36794
7439,YES,NA,NA,46157
7620,YES,NA,NA,37554
5109,YES,92%,48,39908
20053,YES,NA,NA,40013
6733,YES,84%,106,37573
11313,YES,NA,NA,35733
11313,YES,NA,NA,38974
11313,YES,NA,NA,36008
6397,YES,NA,NA,38118
9404,YES,81%,16,44718
17390,YES,100%,5,41002
7703,YES,NA,NA,37883
3238,YES,100%,11,38482
5996,YES,NA,NA,37392
6293,YES,94%,16,40423
12337,YES,NA,NA,37337
2775,YES,NA,NA,36921
14549,YES,NA,NA,41905
11450,YES,NA,NA,42515
5060,YES,84%,158,42712
21056,YES,56%,9,42742
9165,YES,76%,133,38768
13330,YES,NA,NA,41159
14342,YES,88%,209,38637
12516,YES,95%,232,36524
11192,YES,90%,480,40449
6958,YES,NA,NA,35493
11174,YES,NA,NA,35334
6512,YES,NA,NA,43595
6359,YES,91%,128,36888
8749,YES,NA,NA,40071
3783,YES,60%,5,44309
12310,YES,89%,151,44898
8610,YES,100%,6,39439
26176,YES,88%,50,41568
3543,YES,NA,NA,37553
6751,YES,82%,111,36202
6846,YES,89%,45,40734
12551,YES,84%,45,37570
